,STT,Date,Max Temp,Avg Temp,Min Temp,Max Dew Point,Avg Dew Point,Min Dew Point,Max Humidity,Avg Humidity,Min Humidity,Max Wind Speed,Avg Wind Speed,Min Wind Speed,Max Pressure,Avg Pressure,Min Pressure
818,819,2023-03-30,93,85.1,81.0,77,74.7,72.0,89,72.4,52.0,15,7.8,3.0,29.8,29.8,29.7
819,820,2023-03-31,91,84.6,81.0,77,75.5,73.0,89,75.5,55.0,12,8.4,5.0,29.9,29.8,29.7
820,821,2023-04-01,93,84.4,81.0,79,76.2,75.0,89,77.4,59.0,12,7.4,3.0,29.9,29.8,29.7
821,822,2023-04-02,97,85.5,77.0,79,74.9,68.0,100,73.2,39.0,13,6.3,2.0,29.8,29.8,29.6
822,823,2023-04-03,95,84.5,79.0,79,76.4,72.0,94,77.8,47.0,12,5.8,1.0,29.8,29.8,29.7
823,824,2023-04-04,97,86.3,79.0,79,76.9,72.0,94,75.2,44.0,14,6.3,1.0,29.8,29.7,29.6
824,825,2023-04-05,95,86.3,81.0,79,76.9,72.0,94,74.6,49.0,14,7.6,3.0,29.8,29.8,29.7
825,826,2023-04-06,95,86.5,79.0,79,76.9,72.0,94,74.8,49.0,13,6.0,3.0,29.9,29.8,29.7
826,827,2023-04-07,95,86.7,82.0,79,76.6,73.0,89,72.8,49.0,13,8.7,3.0,29.9,29.8,29.7
827,828,2023-04-08,99,87.8,81.0,79,74.8,66.0,94,68.1,35.0,10,7.9,3.0,29.9,29.9,29.8
828,829,2023-04-09,97,87.2,82.0,79,76.7,70.0,89,72.3,41.0,14,5.7,1.0,29.9,29.8,29.7
829,830,2023-04-10,95,86.1,79.0,79,77.5,73.0,100,76.3,49.0,12,5.1,1.0,29.9,29.8,29.7
830,831,2023-04-11,93,86.2,82.0,79,77.3,75.0,89,75.3,56.0,10,6.8,3.0,29.9,29.8,29.7
831,832,2023-04-12,95,86.0,81.0,81,78.9,75.0,94,79.4,53.0,10,6.2,3.0,29.8,29.8,29.7
832,833,2023-04-13,97,87.5,82.0,81,79.3,75.0,94,77.2,50.0,12,6.2,2.0,29.9,29.8,29.6
833,834,2023-04-14,95,87.8,84.0,82,80.7,77.0,89,79.8,56.0,12,6.5,2.0,29.8,29.7,29.6
834,835,2023-04-15,95,86.2,73.0,84,80.2,73.0,100,82.8,59.0,14,7.3,2.0,29.8,29.7,29.6
835,836,2023-04-16,95,83.9,77.0,81,78.5,75.0,100,84.5,56.0,10,4.6,2.0,29.8,29.7,29.6
836,837,2023-04-17,93,86.1,81.0,81,80.1,77.0,100,82.0,63.0,13,7.6,2.0,29.8,29.8,29.7
837,838,2023-04-18,93,86.3,82.0,81,77.9,73.0,94,76.5,52.0,13,7.2,5.0,29.9,29.8,29.7
838,839,2023-04-19,93,86.4,82.0,81,79.5,77.0,94,79.7,59.0,12,6.3,1.0,29.8,29.7,29.6
839,840,2023-04-20,97,87.5,82.0,84,80.2,75.0,94,79.6,53.0,10,7.8,3.0,29.7,29.6,29.6
840,841,2023-04-21,97,87.9,82.0,84,81.3,75.0,100,82.3,50.0,13,7.9,3.0,29.8,29.7,29.6
841,842,2023-04-22,97,88.8,84.0,82,80.7,75.0,94,79.0,50.0,13,7.9,5.0,29.8,29.7,29.6
842,843,2023-04-23,97,88.1,82.0,82,78.0,70.0,94,73.7,41.0,12,7.8,3.0,29.8,29.7,29.7
843,844,2023-04-24,99,87.7,81.0,81,78.3,72.0,94,74.8,42.0,13,6.2,1.0,29.9,29.8,29.7
844,845,2023-04-25,99,88.5,82.0,79,76.3,66.0,89,69.3,35.0,12,8.7,3.0,29.8,29.7,29.6
845,846,2023-04-26,95,87.7,82.0,79,76.4,72.0,84,69.8,47.0,12,6.7,1.0,29.8,29.7,29.7
846,847,2023-04-27,97,88.3,82.0,79,76.5,70.0,89,69.0,41.0,14,7.1,2.0,29.8,29.7,29.7
847,848,2023-04-28,97,88.2,82.0,79,76.5,72.0,89,69.3,44.0,14,8.3,3.0,29.8,29.8,29.6
848,849,2023-04-29,95,88.0,82.0,81,77.3,73.0,89,71.5,49.0,12,8.3,3.0,29.8,29.7,29.7
849,850,2023-04-30,99,87.6,81.0,81,78.3,75.0,94,74.8,47.0,15,7.0,2.0,29.8,29.7,29.6
850,851,2023-05-01,99,87.7,77.0,79,75.7,70.0,100,69.7,39.0,13,7.3,3.0,29.8,29.7,29.7
851,852,2023-05-02,99,89.4,82.0,77,74.3,70.0,84,62.5,39.0,14,8.3,3.0,29.8,29.8,29.7
852,853,2023-05-03,99,89.8,84.0,79,75.2,70.0,79,63.6,41.0,13,9.3,5.0,29.9,29.8,29.7
853,854,2023-05-04,97,88.6,84.0,81,76.9,68.0,89,69.6,44.0,14,8.7,3.0,29.8,29.7,29.6
854,855,2023-05-05,95,88.5,82.0,82,79.6,75.0,94,75.2,56.0,13,6.4,2.0,29.7,29.7,29.6
855,856,2023-05-06,100,90.4,82.0,84,79.0,72.0,94,71.9,39.0,13,7.6,5.0,29.7,29.6,29.5
856,857,2023-05-07,97,88.8,84.0,84,81.2,77.0,94,79.1,53.0,13,8.8,5.0,29.7,29.6,29.6
857,858,2023-05-08,95,85.1,77.0,82,79.3,73.0,100,84.4,53.0,18,7.3,1.0,29.8,29.7,29.6
858,859,2023-05-09,91,82.3,79.0,81,78.7,75.0,100,89.3,66.0,14,4.3,1.0,29.8,29.7,29.6
859,860,2023-05-10,97,86.2,79.0,82,79.3,75.0,100,81.2,53.0,14,5.4,1.0,29.8,29.7,29.7
860,861,2023-05-11,93,86.5,82.0,82,80.7,79.0,94,82.0,66.0,10,5.4,1.0,29.9,29.8,29.7
861,862,2023-05-12,93,85.2,81.0,81,79.9,77.0,100,83.7,63.0,17,6.3,2.0,29.9,29.8,29.7
862,863,2023-05-13,95,86.6,81.0,84,80.4,77.0,100,81.9,56.0,12,5.3,1.0,29.9,29.8,29.7
863,864,2023-05-14,97,88.1,82.0,82,78.9,73.0,94,74.8,50.0,14,7.7,2.0,29.9,29.8,29.7
864,865,2023-05-15,97,86.3,81.0,81,78.3,73.0,100,77.8,50.0,14,5.0,2.0,29.9,29.8,29.7
865,866,2023-05-16,93,84.5,77.0,82,80.1,75.0,100,86.3,66.0,25,5.8,1.0,29.9,29.8,29.7
866,867,2023-05-17,95,85.6,81.0,84,80.8,75.0,100,85.6,56.0,15,5.2,1.0,29.9,29.8,29.7
867,868,2023-05-18,97,87.3,79.0,84,79.2,75.0,100,78.4,50.0,13,6.7,1.0,29.9,29.8,29.7
868,869,2023-05-19,97,89.0,82.0,82,79.4,72.0,94,74.7,44.0,15,7.8,3.0,29.8,29.7,29.6
869,870,2023-05-20,93,86.1,75.0,84,80.1,73.0,94,82.7,63.0,28,7.5,2.0,29.8,29.7,29.7
870,871,2023-05-21,91,82.4,77.0,84,79.3,75.0,100,90.9,75.0,21,5.5,1.0,29.8,29.8,29.7
871,872,2023-05-22,95,83.8,77.0,81,79.1,75.0,100,86.2,56.0,16,5.5,1.0,29.9,29.8,29.7
872,873,2023-05-23,95,86.3,81.0,82,79.4,75.0,100,80.7,53.0,13,6.8,1.0,29.8,29.8,29.7
873,874,2023-05-24,95,86.6,82.0,82,79.6,75.0,94,80.2,53.0,16,7.9,3.0,29.8,29.8,29.7
874,875,2023-05-25,95,86.2,82.0,82,79.9,77.0,94,81.1,59.0,15,6.7,3.0,29.8,29.8,29.7
875,876,2023-05-26,91,83.0,79.0,82,79.8,77.0,100,89.5,71.0,13,6.2,2.0,29.8,29.8,29.7
876,877,2023-05-27,90,79.7,73.0,81,77.8,73.0,100,94.5,75.0,13,4.7,1.0,29.8,29.7,29.7
877,878,2023-05-28,90,81.9,77.0,82,78.8,77.0,100,90.7,75.0,15,4.8,1.0,29.8,29.7,29.6
878,879,2023-05-29,93,84.0,81.0,81,79.6,79.0,100,86.7,66.0,13,5.9,1.0,29.8,29.7,29.7
879,880,2023-05-30,93,85.0,79.0,82,79.6,75.0,100,84.1,56.0,18,8.0,1.0,29.8,29.7,29.6
880,881,2023-05-31,93,84.2,81.0,84,80.3,79.0,100,88.0,63.0,20,9.6,1.0,29.8,29.7,29.6
